orf19_id	a22_systematic_name	gene_name	other_alleles
orf19.7048.1	C7_00710W_A	RPS28B	C7_00710W_B
orf19.7049	C7_00700W_A	CYB5	C7_00700W_B
orf19.705	CR_06710C_A	GCN5	CR_06710C_B
orf19.7050	C7_00690W_A	NOP15	C7_00690W_B
orf19.7051	C7_00680W_A		C7_00680W_B
orf19.7052	C7_00670C_A	INP52	C7_00670C_B
orf19.7053	C7_00660W_A	GAC2	C7_00660W_B
orf19.7057	C7_00620W_A	GUS1	C7_00620W_B
orf19.7058	C7_00610C_A		C7_00610C_B
orf19.7059	C7_00600C_A		C7_00600C_B
orf19.706	CR_06720W_A	NMD3	CR_06720W_B
orf19.7061	C7_00580C_A		C7_00580C_B
orf19.7062	C7_00570W_A	RPA135	C7_00570W_B
orf19.7063	C7_00560C_A	THG1	C7_00560C_B
orf19.7064	C7_00550C_A	GLN4	C7_00550C_B
orf19.7065	C7_00530C_A	PSF3	C7_00530C_B
orf19.7067	C7_00520W_A	CTR9	C7_00520W_B
orf19.7068	C7_00510W_A	MAC1	C7_00510W_B
orf19.7069	C7_00490C_A		C7_00490C_B
orf19.707	CR_06730W_A	APG7	CR_06730W_B
orf19.7072	C7_00470C_A	PEL1	C7_00470C_B
orf19.7073	C7_00460W_A		C7_00460W_B
orf19.7074	C7_00450C_A	SGF29	C7_00450C_B
orf19.7076	C7_00440C_A	GBP2	C7_00440C_B
orf19.7077	C7_00430W_A		C7_00430W_B
orf19.7078	C7_00420C_A		C7_00420C_B
orf19.7079	C7_00410C_A		C7_00410C_B
orf19.708	CR_06740W_A	SPC97	CR_06740W_B
orf19.7080	C7_00400W_A	LEU2	C7_00400W_B
orf19.7081	C7_00390W_A	SPL1	C7_00390W_B
orf19.7082	C7_00380W_A		C7_00380W_B
orf19.7083	C7_00370W_A	DCC1	C7_00370W_B
orf19.7086	C7_00340C_A		C7_00340C_B
orf19.7088	C7_00330C_A		C7_00330C_B
orf19.7089	C7_00320C_A	PMR1	C7_00320C_B
orf19.709	CR_06750C_A	PUP2	CR_06750C_B
orf19.7092	C7_00300W_A		C7_00300W_B
orf19.7095	C7_00270W_A		C7_00270W_B
orf19.7096	C7_00260C_A		C7_00260C_B
orf19.7098	C7_00240W_A		C7_00240W_B
orf19.71	C1_03690W_A		C1_03690W_B
orf19.7100	C7_00230W_A		C7_00230W_B
orf19.7101	C7_00210C_A		C7_00210C_B
orf19.7103	C7_00200W_A		C7_00200W_B
orf19.7105	C7_00180W_A	FAR1	C7_00180W_B
orf19.7106	C7_00170W_A	VPS70	C7_00170W_B
orf19.7107	C7_00160C_A		C7_00160C_B
orf19.7108	C7_00150W_A		C7_00150W_B
orf19.7109	C7_00140C_A		C7_00140C_B
orf19.7110	C7_00130W_A		C7_00130W_B
orf19.7111	C7_00120W_A		C7_00120W_B
orf19.7115	C7_00080C_A	SAC7	C7_00080C_B
orf19.7116	C7_00070C_A		C7_00070C_B
orf19.7118	C7_00060C_A		C7_00060C_B
orf19.7119	C7_00050C_A	RAD3	C7_00050C_B
orf19.712	CR_06540W_A	KIP1	CR_06540W_B
orf19.7124	C7_00020C_A	RVS161	C7_00020C_B
orf19.7128	C7_04330C_A	SYS1	C7_04330C_B
orf19.713	CR_06530W_A		CR_06530W_B
orf19.7131	C7_04310C_A		C7_04310C_B
orf19.7136	C7_04300W_A	SPT6	C7_04300W_B
orf19.7139	C7_04290W_A	SYF2	C7_04290W_B
orf19.714	CR_06520C_A		CR_06520C_B
orf19.7141	C7_04270C_A	UFE1	C7_04270C_B
orf19.7144	C7_04260W_A		C7_04260W_B
orf19.7149	C7_04240C_A		C7_04240C_B
orf19.7150	C7_04230W_A	NRG1	C7_04230W_B
orf19.7153	C7_04200C_A		C7_04200C_B
orf19.7154	C7_04190C_A	UTP18	C7_04190C_B
orf19.7159	C7_04150W_A		C7_04150W_B
orf19.7160	C7_04140C_A		C7_04140C_B
orf19.7161	C7_04130C_A	SUI3	C7_04130C_B
orf19.7164	C7_04110W_A	ENV7	C7_04110W_B
orf19.717	CR_06490C_A	HSP60	CR_06490C_B
orf19.7175	C7_04050W_A	HLJ1	C7_04050W_B
orf19.7176	C7_04040C_A	NPT1	C7_04040C_B
orf19.7177	C7_04030C_A	KAP120	C7_04030C_B
orf19.7178	C7_04020C_A	PRE5	C7_04020C_B
orf19.7179	C7_04010W_A	SSQ1	C7_04010W_B
orf19.718	CR_06480C_A	RRN11	CR_06480C_B
orf19.7182	C7_03990C_A		C7_03990C_B
orf19.7183	C7_03980W_A		C7_03980W_B
orf19.7186	C7_03940C_A	CLB4	C7_03940C_B
orf19.7187	C7_03930C_A	MAM33	C7_03930C_B
orf19.7188	C7_03920C_A	RPP1B	C7_03920C_B
orf19.719	CR_06470W_A	HRD1	CR_06470W_B
orf19.7190	C7_03910W_A	OGG1	C7_03910W_B
orf19.7193	C7_03890C_A		C7_03890C_B
orf19.7195	C7_03870W_A	RAD6	C7_03870W_B
orf19.7196	C7_03860W_A		C7_03860W_B
orf19.7197	C7_03850W_A		C7_03850W_B
orf19.7198	C7_03840W_A		C7_03840W_B
orf19.7199	C7_03830C_A		C7_03830C_B
orf19.7201	C7_03810W_A	SLA2	C7_03810W_B
orf19.7202	C7_03800W_A		C7_03800W_B
orf19.7203	C7_03790W_A	MRP7	C7_03790W_B
orf19.7204	C7_03780C_A		C7_03780C_B
orf19.7206	C1_13990W_A	OCA6	C1_13990W_B
orf19.7207	C1_14000C_A	DOA4	C1_14000C_B
orf19.7208	C1_14010W_A	CSK1	C1_14010W_B
orf19.721	CR_06450W_A		CR_06450W_B
orf19.7210	C1_14030W_A		C1_14030W_B
orf19.7212	C1_14040W_A	APL1	C1_14040W_B
orf19.7213	C1_14050C_A		C1_14050C_B
orf19.7214	C1_14060W_A		C1_14060W_B
orf19.7215	C1_14080W_A		C1_14080W_B
orf19.7215.3	C1_14090W_A		C1_14090W_B
orf19.7216	C1_14100W_A	YPT52	C1_14100W_B
orf19.7217	C1_14110C_A	RPL4B	C1_14110C_B
orf19.7218	C1_14120C_A	RBE1	C1_14120C_B
orf19.7219	C1_14130W_A	FTR1	C1_14130W_B
orf19.7221	C1_14140C_A	SET3	C1_14140C_B
orf19.7222	C1_14150C_A	PAM16	C1_14150C_B
orf19.7223	C1_14160W_A		C1_14160W_B
orf19.7224	C1_14170W_A		C1_14170W_B
orf19.7227	C1_14190C_A		C1_14190C_B
orf19.7228	C1_14200W_A		C1_14200W_B
orf19.7229	C1_14210C_A	IML2	C1_14210C_B
orf19.723	CR_06440C_A	BCR1	CR_06440C_B
orf19.7232	C1_14230C_A	IRR1	C1_14230C_B
orf19.7234	C1_14240W_A	RSC8	C1_14240W_B
orf19.7235	C1_14250C_A		C1_14250C_B
orf19.7236	C1_14260C_A	TIF35	C1_14260C_B
orf19.7237	C1_14270W_A		C1_14270W_B
orf19.7238	C1_14280C_A	NPL3	C1_14280C_B
orf19.7239	C1_14290C_A	MDG1	C1_14290C_B
orf19.7242	C1_14300C_A	NCR1	C1_14300C_B
orf19.7243	C1_14310W_A		C1_14310W_B
orf19.7244	C1_14320C_A		C1_14320C_B
orf19.7245	C1_14330W_A		C1_14330W_B
orf19.7247	C1_14340C_A	RIM101	C1_14340C_B
orf19.7251	C1_14360C_A	WSC4	C1_14360C_B
orf19.7254	C1_14380C_A	AEP3	C1_14380C_B
orf19.7255	C1_14390W_A	RPC10	C1_14390W_B
orf19.7256	C1_14410W_A	LSM5	C1_14410W_B
orf19.7257	C1_14400C_A	MLH3	C1_14400C_B
orf19.7258	C1_14420W_A	DDI1	C1_14420W_B
orf19.726	CR_06420W_A	PPZ1	CR_06420W_B
orf19.7261	C1_14440C_A	GDI1	C1_14440C_B
orf19.7263	C1_14450C_A		C1_14450C_B
orf19.7264	C1_14460W_A	RPN11	C1_14460W_B
orf19.7265	C1_14470W_A		C1_14470W_B
orf19.7267	C1_14490C_A	SAM35	C1_14490C_B
orf19.7269	C1_14500C_A		C1_14500C_B
orf19.7279	CR_08840C_A	NIT2	CR_08840C_B
orf19.728	CR_07580C_A	TSC11	CR_07580C_B
orf19.7281	CR_08860W_A	PDK2	CR_08860W_B
orf19.7282	CR_08870W_A	PEX13	CR_08870W_B
orf19.7285	CR_08900C_A		CR_08900C_B
orf19.7286	CR_08910C_A	RPN7	CR_08910C_B
orf19.7290	CR_08930C_A		CR_08930C_B
orf19.7291	CR_08940W_A		CR_08940W_B
orf19.7292	CR_08950W_A	ARP2	CR_08950W_B
orf19.7293	CR_08960C_A	MPS1	CR_08960C_B
orf19.7295	CR_08980C_A		CR_08980C_B
orf19.7297	CR_09010C_A		CR_09010C_B
orf19.7298	CR_09020C_A	CHS2	CR_09020C_B
orf19.73	C6_04180W_A		C6_04180W_B
orf19.730	CR_07190W_A		CR_07190W_B
orf19.7306	CR_09100C_A		CR_09100C_B
orf19.7307	CR_09110C_A		CR_09110C_B
orf19.7308	CR_09120C_A	TUB1	CR_09120C_B
orf19.731	CR_07180W_A	EMP46	CR_07180W_B
orf19.7310	CR_09140C_A		CR_09140C_B
orf19.7312	CR_09160C_A	ERG13	CR_09160C_B
orf19.7313	CR_09170C_A	SSU1	CR_09170C_B
orf19.7319	CR_09210W_A	SUC1	CR_09210W_B
orf19.7321	CR_09230C_A		CR_09230C_B
orf19.7322	CR_09240C_A		CR_09240C_B
orf19.7324	CR_09290W_A	THI13	CR_09290W_B
orf19.7325	CR_09300C_A	SCO1	CR_09300C_B
orf19.7326	CR_09310W_A		CR_09310W_B
orf19.7327	CR_09320C_A	PHO88	CR_09320C_B
orf19.7329	CR_09340W_A	UBC7	CR_09340W_B
orf19.7330	CR_09350C_A		CR_09350C_B
orf19.7332	CR_09370W_A	ELF1	CR_09370W_B
orf19.7335	CR_09380W_A	PRE8	CR_09380W_B
orf19.734	CR_07150W_A	GLK1	CR_07150W_B
orf19.7342	CR_09470W_A	AXL1	CR_09470W_B
orf19.7343	CR_09480W_A	PRP4	CR_09480W_B
orf19.7344	CR_09490W_A		CR_09490W_B
orf19.7345	CR_09500C_A		CR_09500C_B
orf19.7347	C3_05680W_A		C3_05680W_B
orf19.7349	C3_05700W_A	CHS4	C3_05700W_B
orf19.7350	C3_05710W_A	RCT1	C3_05710W_B
orf19.7353	C3_05720C_A	KIP3	C3_05720C_B
orf19.7355	C3_05740C_A	SSN8	C3_05740C_B
orf19.7357	C3_05760W_A		C3_05760W_B
orf19.7358	C3_05770C_A	SAM50	C3_05770C_B
orf19.7359	C3_05780C_A	CRZ1	C3_05780C_B
orf19.736	C4_05090C_A	SRB8	C4_05090C_B
orf19.7360	C3_05790C_A	SGF11	C3_05790C_B
orf19.7361	C3_05800W_A		C3_05800W_B
orf19.7363	C3_05830W_A	KRE6	C3_05830W_B
orf19.7365	C3_05850W_A		C3_05850W_B
orf19.7366	C3_05860C_A		C3_05860C_B
orf19.7367	C3_05870C_A	UBP1	C3_05870C_B
orf19.7368	C3_05880C_A		C3_05880C_B
orf19.7369	C3_05890W_A	TRM12	C3_05890W_B
orf19.7370	C3_05900W_A		C3_05900W_B
orf19.7374	C3_05930W_A	CTA4	C3_05930W_B
orf19.7375	C3_05940C_A		C3_05940C_B
orf19.7377	C3_05960W_A	ASE1	C3_05960W_B
orf19.7378	C3_05970C_A	HAL3	C3_05970C_B
orf19.738	C4_05100C_A	MYO5	C4_05100C_B
orf19.7382	C3_06010W_A	CAM1	C3_06010W_B
orf19.7383	C3_06020W_A	MNN9	C3_06020W_B
orf19.7384	C3_06030W_A	NOG1	C3_06030W_B
orf19.7385	C3_06040W_A		C3_06040W_B
orf19.7386	C3_06050C_A		C3_06050C_B
orf19.7387	C3_06060W_A	ELP3	C3_06060W_B
orf19.7388	C3_06070C_A	PBS2	C3_06070C_B
orf19.7389	C3_06080W_A	REV3	C3_06080W_B
orf19.7391	C3_06090C_A	OCH1	C3_06090C_B
orf19.7392	C3_06100C_A	DED1	C3_06100C_B
orf19.7393	C3_06110C_A		C3_06110C_B
orf19.7394	C3_06120C_A	GDA1	C3_06120C_B
orf19.7397	C3_06150W_A		C3_06150W_B
orf19.74	C6_04170C_A	SEC5	C6_04170C_B
orf19.7401	C3_06310C_A	ISW2	C3_06310C_B
orf19.7402	C3_06300W_A	DOT1	C3_06300W_B
orf19.7403	C3_06290W_A		C3_06290W_B
orf19.7404	C3_06280W_A		C3_06280W_B
orf19.7405	C3_06270C_A		C3_06270C_B
orf19.7409	C3_06250W_A	ERV25	C3_06250W_B
orf19.7409.1	C3_06240C_A		C3_06240C_B
orf19.7410	C3_06230W_A	CYM1	C3_06230W_B
orf19.7411	C3_06220C_A	OAC1	C3_06220C_B
orf19.7412	C3_06210C_A	MUB1	C3_06210C_B
orf19.7413	C3_06200C_A	MMS21	C3_06200C_B
orf19.7417	C3_06180C_A	TSA1	C3_06180C_B
orf19.7419	C3_06340W_A	HNT2	C3_06340W_B
orf19.7420	C3_06350W_A		C3_06350W_B
orf19.7421	C3_06360C_A	CYP5	C3_06360C_B
orf19.7422	C3_06370C_A		C3_06370C_B
orf19.7424	C3_06380W_A	NSA2	C3_06380W_B
orf19.7425	C3_06400C_A		C3_06400C_B
orf19.7426	C3_06410C_A		C3_06410C_B
orf19.7427	C3_06420C_A		C3_06420C_B
orf19.7428	C3_06430W_A	APN1	C3_06430W_B
orf19.7433	C3_06440W_A		C3_06440W_B
orf19.7436.1	C3_06480C_A	ECM15	C3_06480C_B
orf19.7437	C3_06490W_A		C3_06490W_B
orf19.7438	C3_06500W_A	UBA1	C3_06500W_B
orf19.744	C4_05140C_A	GDB1	C4_05140C_B
orf19.7440	C3_06510C_A	HST6	C3_06510C_B
orf19.7441	C3_06520C_A		C3_06520C_B
orf19.7444	C3_06550C_A		C3_06550C_B
orf19.7445	C3_06560W_A		C3_06560W_B
orf19.7446	C3_06570C_A	OPI3	C3_06570C_B
orf19.7447	C3_06580W_A	JEN1	C3_06580W_B
orf19.7448	C3_06590W_A	LYS9	C3_06590W_B
orf19.7449	C3_06600C_A		C3_06600C_B
orf19.745	C4_05150W_A	VAC8	C4_05150W_B
orf19.7450	C3_06610W_A		C3_06610W_B
orf19.7451	C3_06620W_A	FUN31	C3_06620W_B
orf19.7452	C3_06630W_A		C3_06630W_B
orf19.7454	C3_06650C_A	TAF60	C3_06650C_B
orf19.7459	C3_06700C_A		C3_06700C_B
orf19.746	C4_05160C_A		C4_05160C_B
orf19.7460	CR_00670C_A		CR_00670C_B
orf19.7463	CR_00660W_A		CR_00660W_B
orf19.7466	CR_00640W_A	ACC1	CR_00640W_B
orf19.7468	CR_00630W_A	VHR1	CR_00630W_B
orf19.7469	CR_00620C_A	ARG1	CR_00620C_B
orf19.747	C4_05170C_A	NBP35	C4_05170C_B
orf19.7473	CR_00600C_A		CR_00600C_B
orf19.7475	CR_00590W_A	PHO81	CR_00590W_B
orf19.7477	CR_00580W_A	YRB1	CR_00580W_B
orf19.7478	CR_00570W_A		CR_00570W_B
orf19.7479	CR_00560W_A	NTH1	CR_00560W_B
orf19.748	C4_05180C_A		C4_05180C_B
orf19.7481	CR_00540C_A	MDH1	CR_00540C_B
orf19.7483	CR_00520C_A	CRM1	CR_00520C_B
orf19.7484	CR_00510C_A	ADE1	CR_00510C_B
orf19.7485	CR_00490W_A		CR_00490W_B
orf19.7486	CR_00480W_A	MRPL6	CR_00480W_B
orf19.7488	CR_00460C_A		CR_00460C_B
orf19.7489	CR_00440C_A	LRG1	CR_00440C_B
orf19.7489.3	CR_00430C_A		CR_00430C_B
orf19.7490	CR_00420W_A		CR_00420W_B
orf19.7491	CR_00410W_A	RTT109	CR_00410W_B
orf19.7492	CR_00400C_A	SWC4	CR_00400C_B
orf19.7497	CR_00370W_A		CR_00370W_B
orf19.7498	CR_00360C_A	LEU1	CR_00360C_B
orf19.7499	CR_00350W_A		CR_00350W_B
orf19.7500	CR_00330C_A	PXA1	CR_00330C_B
orf19.7501	CR_00320C_A	NAP1	CR_00320C_B
orf19.7503	CR_00300W_A	CDA2	CR_00300W_B
orf19.7504	CR_00290W_A		CR_00290W_B
orf19.7506	CR_00280C_A		CR_00280C_B
orf19.7509.1	CR_00250W_A	ATP17	CR_00250W_B
orf19.7509.2	CR_00240W_A	LSM6	CR_00240W_B
orf19.7510	CR_00260W_A	KIN2	CR_00260W_B
orf19.7511	CR_00230W_A		CR_00230W_B
orf19.7514	CR_00200W_A	PCK1	CR_00200W_B
orf19.7520	CR_00150C_A	POT1	CR_00150C_B
orf19.7523	CR_00120C_A	MKC1	CR_00120C_B
orf19.7529	CR_00100C_A	EPL1	CR_00100C_B
orf19.753	C1_04900W_A	MNN15	C1_04900W_B
orf19.7531	CR_00090C_A		CR_00090C_B
orf19.7538	CR_00060C_A		CR_00060C_B
orf19.754	C1_04890W_A	YBN5	C1_04890W_B
orf19.7546	CR_09740W_A		CR_09740W_B
orf19.7547	CR_09750C_A		CR_09750C_B
orf19.7548	CR_09760W_A	MED21	CR_09760W_B
orf19.7549	CR_09770C_A	PMT5	CR_09770C_B
orf19.755	C1_04880C_A	MRPL37	C1_04880C_B
orf19.7551	CR_09790W_A	ALO1	CR_09790W_B
orf19.7552	CR_09800C_A		CR_09800C_B
orf19.7558	CR_09860W_A	YTA6	CR_09860W_B
orf19.7563	CR_09890C_A	BET2	CR_09890C_B
orf19.7564	CR_09900C_A	DPB2	CR_09900C_B
orf19.7567	CR_09930W_A		CR_09930W_B
orf19.7568	CR_09940W_A		CR_09940W_B
orf19.7569	CR_09950C_A	SIK1	CR_09950C_B
orf19.757	C1_04860W_A		C1_04860W_B
orf19.7570	CR_09960C_A	UGA3	CR_09960C_B
orf19.7571	CR_09970W_A	UBC4	CR_09970W_B
orf19.7572	CR_09980W_A	SPT7	CR_09980W_B
orf19.7577	CR_10010C_A	MSS51	CR_10010C_B
orf19.7578	CR_10020C_A		CR_10020C_B
orf19.758	C1_04840C_A		C1_04840C_B
orf19.7581	CR_10060W_A		CR_10060W_B
orf19.7585	CR_10100C_A	INO1	CR_10100C_B
orf19.7586	CR_10110W_A	CHT3	CR_10110W_B
orf19.7588	CR_10120C_A		CR_10120C_B
orf19.759	C1_04830W_A	SEC21	C1_04830W_B
orf19.7592	CR_10160W_A	FAA4	CR_10160W_B
orf19.7593	CR_10170C_A		CR_10170C_B
orf19.7598	CR_10230W_A		CR_10230W_B
orf19.7599	CR_10240W_A	UTP5	CR_10240W_B
orf19.76	C6_04160C_A	SPB1	C6_04160C_B
orf19.760	C1_04820C_A		C1_04820C_B
orf19.7600	CR_10250C_A	FDH3	CR_10250C_B
orf19.7601	CR_10260W_A		CR_10260W_B
orf19.7602	CR_10270C_A	AHA1	CR_10270C_B
orf19.7603	CR_10280W_A		CR_10280W_B
orf19.7604	CR_10290C_A		CR_10290C_B
orf19.7605	CR_10300W_A	PUP1	CR_10300W_B
orf19.761	C1_04810W_A	TCO89	C1_04810W_B
orf19.7610	CR_10340W_A	PTP3	CR_10340W_B
orf19.7611	CR_10350C_A	TRX1	CR_10350C_B
orf19.7612	CR_10360C_A	CTM1	CR_10360C_B
orf19.7613	CR_10370W_A	HCR1	CR_10370W_B
orf19.7615	CR_10390W_A		CR_10390W_B
orf19.7617	CR_10400W_A		CR_10400W_B
orf19.7618	CR_10410C_A		CR_10410C_B
orf19.7620	CR_10430C_A		CR_10430C_B
orf19.7621	CR_10440W_A		CR_10440W_B
orf19.7622	CR_10450C_A	SPT3	CR_10450C_B
orf19.7624	CR_10470C_A		CR_10470C_B
orf19.7626	CR_10490W_A	EIF4E	CR_10490W_B
orf19.7627	CR_10500C_A		CR_10500C_B
orf19.7629	CR_10510W_A		CR_10510W_B
orf19.763	C1_04790W_A		C1_04790W_B
orf19.7631	CR_10520C_A	SLD5	CR_10520C_B
orf19.7634	CR_10540C_A	MCD1	CR_10540C_B
orf19.7635	CR_10550W_A	DRS1	CR_10550W_B
orf19.7638	CR_10580W_A	PRO1	CR_10580W_B
orf19.764	C1_04780C_A		C1_04780C_B
orf19.7642	CR_10590W_A	VPS3	CR_10590W_B
orf19.7643	CR_10600C_A		CR_10600C_B
orf19.7644	CR_10610C_A		CR_10610C_B
orf19.7645	CR_10620C_A	BPL1	CR_10620C_B
orf19.7646	CR_10630W_A		CR_10630W_B
orf19.7650	CR_10650W_A	LTV1	CR_10650W_B
orf19.7652	CR_10660W_A	CKA1	CR_10660W_B
orf19.7654	CR_10670W_A	CPR6	CR_10670W_B
orf19.7655	CR_10680W_A	RPO21	CR_10680W_B
orf19.7657	CR_10690W_A	POP3	CR_10690W_B
orf19.7658	CR_10700W_A	RFC4	CR_10700W_B
orf19.7660	CR_10710C_A	VPS52	CR_10710C_B
orf19.7661	CR_10720W_A	HMI1	CR_10720W_B
orf19.7662	CR_10730C_A		CR_10730C_B
orf19.7663	CR_10740W_A	CSM1	CR_10740W_B
orf19.7664	CR_10750C_A		CR_10750C_B
orf19.7665	CR_10760C_A		CR_10760C_B
orf19.7667	CR_10780C_A	IAH1	CR_10780C_B
orf19.7668	CR_10790W_A	MAL2	CR_10790W_B
orf19.767	C1_04770C_A	ERG3	C1_04770C_B
orf19.7670	CR_10800C_A		CR_10800C_B
orf19.7672	CR_10810C_A		CR_10810C_B
orf19.7673	CR_10820W_A	SMD1	CR_10820W_B
orf19.7675	CR_10830C_A		CR_10830C_B
orf19.7676	CR_10840C_A	XYL2	CR_10840C_B
orf19.7678	CR_10850C_A	ATP16	CR_10850C_B
orf19.768	C1_04760C_A	SYG1	C1_04760C_B
orf19.769	C1_04750W_A	IFE1	C1_04750W_B
orf19.771	C1_04740W_A	LPG20	C1_04740W_B
orf19.772	C1_04730C_A	LYS21	C1_04730C_B
orf19.773	C1_04710C_A		C1_04710C_B
orf19.776	C1_04690C_A	REC8	C1_04690C_B
orf19.778	C1_04680W_A	PIL1	C1_04680W_B
orf19.779	C1_04670W_A	HAT1	C1_04670W_B
orf19.780	C1_04660W_A	DUR1,2	C1_04660W_B
orf19.781	C1_04650W_A	DUR3	C1_04650W_B
orf19.782	C1_04640W_A		C1_04640W_B
orf19.783	C1_04630C_A	NEO1	C1_04630C_B
orf19.789	C4_03940C_A	PYC2	C4_03940C_B
orf19.789.1	C4_03930C_A		C4_03930C_B
orf19.791	C2_04290W_A	RIM11	C2_04290W_B
orf19.793	C2_04270W_A	CAK1	C2_04270W_B
orf19.794	C2_04260W_A	SSN3	C2_04260W_B
orf19.795	C2_04250W_A	VPS36	C2_04250W_B
orf19.796	C2_04240C_A	HYM1	C2_04240C_B
orf19.797	C2_04230W_A	BAT21	C2_04230W_B
orf19.798	C2_04220C_A	TAF14	C2_04220C_B
orf19.799	C2_04210W_A	STE4	C2_04210W_B
orf19.801	C2_04200W_A	TBF1	C2_04200W_B
orf19.802	C2_04190C_A	UGA1	C2_04190C_B
orf19.804	C2_04180C_A		C2_04180C_B
orf19.804.1	C2_04170C_A		C2_04170C_B
orf19.805	C2_04160W_A		C2_04160W_B
orf19.806	C2_04150C_A	VMA7	C2_04150C_B
orf19.807	C2_04140W_A	CHS5	C2_04140W_B
orf19.808	C2_04130W_A		C2_04130W_B
orf19.809	C2_04120C_A		C2_04120C_B
orf19.81	C2_06660W_A		C2_06660W_B
orf19.810	C2_04110W_A		C2_04110W_B
orf19.811	C2_04100W_A		C2_04100W_B
orf19.814	C2_04060C_A	SSY1	C2_04060C_B
orf19.815	C2_04050C_A	DCK1	C2_04050C_B
orf19.819	C2_04030C_A	ACP12	C2_04030C_B
orf19.820	C2_04020C_A	SDS22	C2_04020C_B
orf19.825	C2_03990W_A	GCD7	C2_03990W_B
orf19.827.1	C2_03960W_A	RPL39	C2_03960W_B
orf19.828	C2_03950W_A		C2_03950W_B
orf19.829	C2_03940C_A	SCH9	C2_03940C_B
orf19.832	C2_03920C_A	GPI13	C2_03920C_B
orf19.834	C2_03910C_A		C2_03910C_B
orf19.835	C2_03900C_A		C2_03900C_B
orf19.836.1	C2_03880C_A	SMX2	C2_03880C_B
orf19.837	C2_03870W_A	GNA1	C2_03870W_B
orf19.837.1	C2_03840C_A	INO4	C2_03840C_B
orf19.838.1	C2_03820C_A	RPS9B	C2_03820C_B
orf19.839	C2_03830W_A		C2_03830W_B
orf19.840	C2_03810C_A	RPL21A	C2_03810C_B
orf19.841	C2_03800C_A		C2_03800C_B
orf19.843	C2_03780C_A		C2_03780C_B
orf19.844	C2_03770C_A	STE11	C2_03770C_B
orf19.846	C2_03760C_A		C2_03760C_B
orf19.847	C2_03750W_A	YIM1	C2_03750W_B
orf19.849	C2_03710W_A	MNN41	C2_03710W_B
orf19.850	C2_03700W_A		C2_03700W_B
orf19.86	C6_00850W_A	GPX31	C6_00850W_B
orf19.863	C2_03560C_A		C2_03560C_B
orf19.864	C2_03550C_A		C2_03550C_B
orf19.866	C2_03540W_A	RAD32	C2_03540W_B
orf19.867	C2_03530W_A		C2_03530W_B
orf19.871	C2_03500W_A		C2_03500W_B
orf19.873.1	C2_03470C_A	COX6	C2_03470C_B
orf19.874	C2_03460C_A		C2_03460C_B
orf19.878	C2_03430W_A	NBN1	C2_03430W_B
orf19.879	C2_03420C_A		C2_03420C_B
orf19.88	C6_00870C_A	ILV5	C6_00870C_B
orf19.880	C2_03410W_A		C2_03410W_B
orf19.881	C2_03400C_A	DFG16	C2_03400C_B
orf19.882	C2_03390C_A	HSP78	C2_03390C_B
orf19.886	C2_03380W_A	PAN1	C2_03380W_B
orf19.889	C2_03370W_A	THI20	C2_03370W_B
orf19.89	C6_00880W_A	PEX7	C6_00880W_B
orf19.891	C2_03360W_A		C2_03360W_B
orf19.894	C2_03340W_A		C2_03340W_B
orf19.895	C2_03330C_A	HOG1	C2_03330C_B
orf19.897	C2_03310C_A	VPS20	C2_03310C_B
orf19.898	C2_03300W_A	HEM2	C2_03300W_B
orf19.900	C2_03280W_A	NSP1	C2_03280W_B
orf19.903	C2_03270W_A	GPM1	C2_03270W_B
orf19.905	C2_03250W_A	AVT7	C2_03250W_B
orf19.906	C2_03240C_A	ROM2	C2_03240C_B
orf19.908	C2_03230C_A	FEN12	C2_03230C_B
orf19.909	C2_03220C_A	STP4	C2_03220C_B
orf19.91	C6_00900C_A		C6_00900C_B
orf19.910	C2_03200W_A	PRP3	C2_03200W_B
orf19.913.2	C3_04080W_A	QCR6	C3_04080W_B
orf19.916	CR_06560C_A	YBH3	CR_06560C_B
orf19.92	C6_00910C_A	AIP5	C6_00910C_B
orf19.920	C5_00680W_A	RMT2	C5_00680W_B
orf19.922	C5_00660C_A	ERG11	C5_00660C_B
orf19.923	C5_00650C_A	THR1	C5_00650C_B
orf19.926	C5_00630C_A	EXO1	C5_00630C_B
orf19.927	C5_00620W_A		C5_00620W_B
orf19.93	C6_00920W_A		C6_00920W_B
orf19.930	C5_00590W_A	PET9	C5_00590W_B
orf19.932	C5_00570W_A	DNF2	C5_00570W_B
orf19.933	C5_00560W_A	UBC13	C5_00560W_B
orf19.939	C5_00500W_A	NAM7	C5_00500W_B
orf19.940	C5_00490C_A	BUD2	C5_00490C_B
orf19.941	C5_00480C_A	SEC14	C5_00480C_B
orf19.943	C5_00460C_A	FET33	C5_00460C_B
orf19.945	C5_00440C_A	VPS2	C5_00440C_B
orf19.946	C5_00430W_A	MET14	C5_00430W_B
orf19.947	C5_00420C_A	MRP17	C5_00420C_B
orf19.95	C6_00940C_A		C6_00940C_B
orf19.953.1	C5_00370W_A	COF1	C5_00370W_B
orf19.954	C5_00350C_A		C5_00350C_B
orf19.956	C5_00330C_A		C5_00330C_B
orf19.96	C6_00950C_A	TOP1	C6_00950C_B
orf19.961.2	C5_00320W_A		C5_00320W_B
orf19.964	C5_00300C_A	SMC4	C5_00300C_B
orf19.966	C5_00290W_A	DUS4	C5_00290W_B
orf19.967	C5_00280C_A		C5_00280C_B
